pk_localizacao,pk_veiculos,pk_optante,pk_data,pk_juridica,pk_caract_empresas,cd_cnpj,nm_razao_social,qt_filial,vl_total_veiculos
14330,4813,4819,9522,4821,4840,15512943000170,MAGAZINE SACRAMENTO LTDA ME,1,0
14331,4813,4814,5136,4816,4822,13812071000130,ANA PAULA SIMON FERREIRA MEI,0,0
14332,4813,4819,10228,4821,4850,13769092000110,TACIANE RIBEIRO PRODUCOES LTDA ME,0,0
14333,4813,4819,6580,4853,4837,03471143000170,UNID EXEC DA ESC DE ENSINO FUND JOSE GOMES DA SILVA,0,0
14334,4813,4819,5301,5029,5388,06107184000170,CONDOMINIO DO EDIFICIO RESIDENCIAL TIA NINA,0,0
14335,4813,4819,14336,4821,6359,02644810000700,G S DISTRIBUIDORA DE GAS LTDA,0,0
14337,4813,4819,14338,5012,4822,03889083000100,COMISSAO PROVISORIA MUNICIPAL DO PARTIDO DEMOCRATICO TRABALHISTA PDT BOFETE,0,0
14339,4813,4814,8807,4816,4822,13915896000180,JONAS CORREA DO NASCIMENTO MEI,0,0
14340,4813,4819,7380,12942,4825,06326050000140,VICORP ITAICI LOTEAMENTOS,0,0
14341,4813,4832,10300,4821,4921,13762936000100,GLOBAL COMERCIO E LOCACAO EPP LTDA,0,0
14342,4813,4814,12066,4816,4921,14720077000140,THIAGO VIEIRA MEI,0,0
14343,4813,4819,14344,4853,5152,00329662000100,APRUCOR ASSOCIACAO DOS PROD UNIDOS DE C OTONI REGIAO,0,0
14345,4813,4819,14346,4821,5139,00196965000100,MM OLIVEIRA COMERCIO DE ROUPAS E CALCADOS LTDA ME,0,0
13077,4813,4819,7233,4821,5024,13565469000110,DUQUEACO SERVICOS E COMERCIO DE ACOS LTDA,0,0
14347,4813,4819,9985,4821,4840,02062311000100,TALENTUS 4 PATRIMONIAL LTDA ME,0,0
14348,4813,4814,5204,4816,4850,14738783000110,KELLI CRISTINA DE SOUZA MEI,0,0
14349,4813,4832,8957,4816,4840,10562134000150,IRMA BEBER PIOTTO ME,1,0
14350,4813,4832,6452,4821,4822,13991186000130,ITAPEMA ELETRO COMERCIAL LTDA ME,0,0
14351,4813,4814,5645,4816,4817,15400262000110,MARCO ANTONIO DOS SANTOS MEI,0,0
14352,4813,4819,5159,5107,4825,16024057000160,ELEICAO 2012 SAULO HILARIO DA SILVA ARAUJO VEREADOR,0,0
14353,4813,4814,8628,4816,5388,12394017000150,RAIMUNDO JOHNATAN LOPES DA SILVA MEI,0,0
14354,4813,4819,14355,4821,4850,09000908000170,CR BITENCOURT TRANSPORTE RODOVIARIO DE CARGAS LTDA ME,0,0
14356,4813,4819,14357,4816,4817,00207069000190,MARIA CRISTINA DOS SANTOS ECHAPORA ME,0,0
14358,14359,4819,14360,7840,6265,00394460001890,MINISTERIO DA FAZENDA,0,15
14361,4813,4814,11073,4816,4822,14847448000150,DURVALINO BARBOSA DOS SANTOS MEI,0,0
14362,4813,4832,14363,4821,5388,08715125000100,NATUVIX DO BRASIL INDUSTRIA E COMERCIO LTDA ME,0,0
14364,4813,4819,5516,4816,4850,10712820000160,MARIA SOLANGE CAVALCANTE ME,0,0
14365,4813,4819,5736,4821,5024,08652428000120,NOBRE ZSULSEG ASSESSORIA DE SEGUROS LTDA ME,0,0
14366,4813,4819,12343,4821,4822,12849351000150,TOPPO JARDINAGEM E LIMPEZA EPP LTDA,0,0
14367,4813,4814,6452,4816,4822,13900905000160,RAIMUNDA ZELIA DE SOUZA DA SILVA MEI,0,0
14368,4813,4814,5218,4816,4822,14443136000180,LUCAS ANTUNES DO PRADO MEI,0,0
14369,4813,4819,14370,4816,4825,05001802000130,WASHINGTON CARLOS BRIZOLA ITAPEVA ME,0,0
14371,4813,4832,9554,4816,5152,15548691000130,SILVIA MARTINS GUERRA MEI,0,0
14372,4813,4819,9687,4853,4837,09075744000140,ASSOCIACAO CULTURAL VIDA E LUZ,0,0
14373,4813,4819,12513,4816,4847,05697529000120,M MARQUES BITTENCOURT ME,0,0
14374,4813,4832,9333,4816,4837,11302359000130,ELIAS JERONIMO DOS SANTOS ME,0,0
14375,4872,4819,14376,4821,4850,63933162000100,AGENCIA DE VIAGENS VIVA TURISMO LTDA ME,1,2
14377,4813,4819,6594,4853,4840,16454434000100,CENTRO SOCIAL INTERDENOMINACIONAL DOS EVANGELICOS NO ESTADO DO ESPIRITO SANTO,1,0
14378,4813,4819,5293,4816,4834,12654396000170,L L CUNHA COMERCIO ME,0,0
14379,4813,4814,5241,4816,4921,15188065000180,KEYLA SANTOS PESSANHA MEI,0,0
14380,4813,4832,5241,4821,4822,15189877000140,CAVALCANTI GASTRONOMIA E EVENTOS LTDA ME,0,0
14381,4813,4819,13934,4853,4844,06099229011650,ASSOCIACAO UNIFICADA PAULISTA DE ENSINO RENOVADO OBJETIVO ASSUPERO,0,0
14382,4813,4814,10700,4816,4817,14477550000100,LINDOMAR LEME DA SILVA MEI,0,0
14383,4813,4819,5246,4899,4822,14473418000120,NORMA FOGACA DE ALMEIDA E OUTRO,0,0
14384,4813,4819,7373,4853,4840,11026713000140,LIGA FEMININA COMUNITARIA DO JARDIM SAO CRISTOVAO,0,0
14385,5907,4819,14386,4821,4837,89943443000120,ANTONIO AUGUSTO KRAUSE & CIA LTDA,5,5
14387,4813,4819,8246,4821,4840,08239868000150,EMPREITEIRA DE MAO DE OBRA R N LTDA ME,0,0
14388,4813,4832,14389,4821,4844,58682881000310,MENORTEC FERRAMENTAS LTDA ME,0,0
14390,4813,4819,9380,4821,4837,14876431000120,BBD LTDA ME,0,0
14391,4813,4819,14392,4892,4850,06257325000130,V R MERMEJO NUCLEO DE SEGUROS E PLANOS DE SAUDE LTDA ME,0,0
14393,5360,4819,14394,4821,4878,01314259000170,AUTO SOCORRO FARIA & SILVA LTDA ME,0,1
14395,4813,4819,14396,4853,4837,51329837000110,SINDICATO DAS EMPR DE TRANSP DE CARGAS DE PIRACICABA,0,0
14397,4813,4819,14398,4821,4886,83948950000250,MARINS CORRETORA DE SEGUROS LTDA ME,0,0
14399,4813,4819,14400,4816,4822,12529418000170,ALDEMIR OLIMPIO DE SOUSA ME,0,0
14401,4813,4819,14402,4816,5388,64254055000100,SALVADOR EUGENIO DA SILVA ME,0,0
14403,4813,4819,14404,4816,4822,05326395000130,CARLOS ROBERTO DA SILVA POLITA ME,0,0
14405,4813,4832,14406,4816,4850,67458984000120,CESAR MARCELO GUIMARAES SILVA ME,0,0
14407,4813,4814,7110,4816,4822,13033605000120,DAIANE DE JESUS SANTOS MEI,0,0
14408,6179,4819,14409,4821,4847,57031551000130,SODICAR DISTRIBUIDORA DE CARROS EXP E IMPORTACAO LTDA ME,2,7
14410,4813,4819,10292,4816,4840,60027851000150,SIDNEI RICARDO VENTURA ME,0,0
14411,4813,4819,9913,4816,4850,00833416000190,IRACEMA P DA SILVA CARAPICUIBA ME,0,0
14412,4813,4814,5008,4816,4817,15216982000120,JOAO BATISTA GOMES DE OLIVEIRA MEI,0,0
14413,4813,4832,14414,4816,4850,00020256000160,SEVERINO CALDAS SERRALHERIA ME,0,0
14415,4813,4819,12062,4821,5024,00219310000100,VAREJAO DE BEBIDAS DELREI LTDA ME,0,0
14416,4813,4832,13595,4821,4837,01078141000190,CALCADOS SANTA ANA MONTES CLAROS EPP LTDA,0,0
14417,4813,4814,9522,4816,4822,15455061000110,KARLA JUSSARA ALVES CHAGAS MEI,0,0
14418,4813,4832,6679,4821,4886,26977835000270,F & A SERVICOS E COMERCIO LTDA ME,0,0
14419,4813,4832,14420,4821,4878,44181592000160,FYNE MERCEARIA LTDA ME,0,0
14421,9898,4832,8976,4941,4837,05092471000190,PGP INDUSTRIA E COMERCIO DE PLASTICOS EIRELI EPP,0,7
14422,4831,4832,14423,4816,4840,06047604000170,W DA COSTA LOBATO EPP,0,1
14424,4813,4819,8088,4853,4822,15612478000140,CENTRO DE UMBANDA CACHOEIRINHA DO XANGO,0,0
14425,4831,4832,14426,4816,4840,01997971000110,MAGDA RODRIGUES DUARTE DE OLIVEIRA EPP,0,1
14427,4813,4819,14428,5174,14429,61080735000590,FIACAO DE SEDA BRATAC SA,0,0
14430,4813,4819,14431,4853,5388,05331060000100,ASSOCIACAO DOS ADVOGADOS DO IPSEMG,0,0
14432,4813,4832,7211,4816,4850,16941457000130,MICHELE DE OLIVEIRA PIZANI ME,0,0
14433,4813,4814,12221,4816,4822,13423961000150,LAUDEMIR DOS SANTOS MEI,0,0
14434,4813,4832,5049,4821,4837,11985317000140,WORLD BORDADOS LTDA ME,0,0
14435,4831,4819,5255,4821,4878,62160262000170,DISTRIBUIDORA DE PRODUTOS ALIMENTICIOS TADEU LTDA ME,0,1
14436,4813,4819,14437,4905,4844,30902803140450,IGREJA INTERNACIONAL DA GRACA DE DEUS,0,0
14438,4813,4814,5424,4816,4822,15102943000100,MANOEL MISSIAS CARDOSO DOS SANTOS MEI,0,0
14439,4813,4819,5962,5029,4850,01552233000160,CONDOMINIO EDIFICIOS PORTOBELLO PORTOFINO,0,0
14440,4813,4819,6154,5174,4886,02316471000210,ICATU HOLDING SA,0,0
14441,4813,4819,11490,4821,5152,00579575000100,PLANENG PLANEJAMENTO E ENGENHARIA LTDA ME,0,0
14442,4813,4819,14443,4821,4958,01478814000280,VIACAO SANTA MARIA EPP LTDA,0,0
14444,4813,4819,13698,4816,4850,68231323000120,JOSE DOMINGOS TELLES RIO PRETO ME,0,0
14445,4813,4814,7088,4816,4817,15334926000190,HOLDI ESSENBERG MEI,0,0
14446,4813,4832,5487,4816,4850,11483332000190,DANIEL FERNANDO RODRIGUES DE SOUZA ME,0,0
14447,4813,4814,4953,4816,4822,12107144000120,ARISVALDO RODRIGUES DA SILVA MEI,0,0
14448,4813,4819,14449,4899,4822,08400537000150,ANTONIO ALBERTO MONTORO,0,0
14450,4813,4819,14451,4853,4886,02005517001090,COMUNIDADE EVANGELICA SARA NOSSA TERRA,0,0
14452,4813,4832,14453,4816,4837,10390969000170,CARLOS BORGES DA CUNHA ME,0,0
14454,4813,4819,7908,4816,5553,95277158000110,MAURO ANTONIO BURGEL ME,0,0
14455,4813,4819,14456,4816,4847,78273828000100,ANTONIO SACHETTI ME,0,0
14457,4831,4819,14458,4821,4878,80850134000130,USICENTER SERVICOS DE TORNEARIA LTDA ME,1,1
14459,4813,4819,6428,4821,4837,16953240000140,AGUIAR E TORRES DISTRIBUIDORA DE GAS E AGUA MINERAL LTDA ME,0,0
14460,4813,4819,14461,4821,4850,08797632000130,GUY SOFTWARE DESENVOLVIMENTO EM INFORMATICA LTDA ME,0,0
14462,4872,4819,6092,4816,4837,10481924000100,EDMARIO FRANCISCO DA SILVA FILHO ME,0,2
14463,4813,4814,13081,4816,4817,11709427000180,VALDEMIR FERREIRA DOS ANJOS MEI,0,0
14464,4813,4819,14465,14466,4958,03533353003080,FUNDACAO DE PROMOCAO SOCIAL DE MATO GROSSO,0,0
14467,4813,4819,14468,4821,4878,67078543000100,MINI MERCADO IRMAOS BASSETTO LTDA ME,0,0
14469,4813,4819,13159,4821,5139,09315098000140,GANDOLFI & GANDOLFI LTDA ME,0,0
14470,4813,4819,14471,4821,4850,57747529000190,INAMETAL COMERCIAL LTDA ME,0,0
14472,4813,4819,14473,4816,4878,02269807000150,ANTONIO JOAO PEREIRA MERCADINHO ME,0,0
14474,4813,4819,14475,4821,5333,03250338000190,MERCADINHO PETALAS II LTDA ME,0,0
14476,5793,4832,11111,4941,4834,10388271000110,GLOBAL TUR TRANSPORTE E TURISMO EIRELI EPP,0,3
14477,4813,4819,14478,4937,4847,63178404000190,VITORIA DA CONQUISTA CARTORIO 3 OFICIO DE NOTAS,0,0
14479,4813,4819,8976,4816,4886,04020402000290,LINDAMARA ARAUJO COSTA PORTO ME,0,0
14480,4813,4819,10250,4816,4850,13518732000110,SELMA LITRAN PERAZOLO CONSULTORIA,0,0
14481,4813,4819,11653,5174,4840,10532985000150,BRENNAND ENERGIA SA,1,0
14482,4813,4832,7474,4816,4817,11955460000190,MARIA HELENA ALBERNAZ ARTESANATO ME,0,0
14483,4813,4814,6234,4816,4822,11859912000130,MARIO COSME PEREIRA MACHADO MEI,0,0
14484,4813,4819,7487,4821,4847,08518075000170,SYGNUS CONSULTORIA LTDA ME,0,0
14485,4813,4819,6058,5471,4850,04579020000110,COOPERATIVA DAS COSTUREIRAS DE BROTAS SP,0,0
14486,4813,4819,14487,4816,4825,94950045000170,VILMA LORI DOS SANTOS ME,0,0
14488,4813,4819,14489,4892,4825,09599876000170,ABENCORP ASSESSORIA E CONSULTORIA LTDA ME,0,0
14490,4813,4832,14491,4821,4837,02609498000110,LUBEL UTILIDADES DOMESTICAS LTDA ME,0,0
14492,4813,4819,14493,4821,4850,02554967000140,IMPLANTA RS TECNOLOGIA DE SEGURANCA LTDA ME,0,0
14494,4813,4814,11565,4816,4822,12341589000170,ERALDO SILVA LIRA MEI,0,0
14495,4813,4832,14496,4821,4844,08038486000240,RBM COMERCIO DE COSMETICOS E PERFUMARIA LTDA ME,0,0
14497,4813,4832,14498,4816,4847,00694511000150,JULIA REGINA CATABRITA TEIXEIRA ME,0,0
14499,4813,4814,5250,4816,4822,11291913000120,ROBERTO BATISTA DA PAIXAO,0,0
14500,4813,4819,14501,4821,4886,08219537000310,SOCIEDADE COMERCIAL DE DROGAS LTDA ME,0,0
14502,4813,4819,6847,4816,4837,14650193000130,RICARDO OLIMPIO BEZERRA AMORIM FILHO ME,0,0
14503,4813,4819,7005,4816,5139,38958997000160,MARIA APARECIDA ZUCHINI PAZIM ME,0,0
14504,4813,4814,9833,4816,4822,14558459000110,LENI MARIA BEZERRA DE FARIAS MEI,0,0
14505,4813,4819,9236,4816,4850,15582484000100,MARIA HERMINIA DE OLIVEIRA,0,0
14506,4813,4832,5102,4816,4817,14658726000120,ADEMILSON COSTA ME,0,0
14507,4813,4832,14508,4816,4840,09450715000110,DILCREIA MARTINS FAGUNDES DO NASCIMENTO ME,0,0
14509,4813,4819,13211,4821,4847,64154156000100,AMARALZINHO IND E COM DE MOVEIS E MADEIRAS LTDA ME,0,0
14510,4813,4832,7804,4821,4878,02037725000180,MOTIVATION INCENTIVOS PROMOCOES E VIAGENS LTDA ME,0,0
14511,4813,4832,8618,4821,4850,14119947000120,FENIX TOTAL QUALITY SERVICOS DE INSPECAO E MANUTENCAO EM PECAS PARA INDUSTRIA LTDA ME,0,0
14512,4813,4814,5491,4816,4822,15710210000140,ALINE APARECIDA DE OLIVEIRA MEI,0,0
14513,4813,4819,10588,5174,4840,11164585000100,MASTERHLD PARTICIPACOES SA,0,0
14514,4813,4819,6875,4899,4844,08912734000230,GILBERTO DUTRA VIEIRA E OUTRO,0,0
14515,4813,4819,10886,4899,4844,08630522000260,IRINEU SUAVE E OUTROS,0,0
14516,4813,4814,9072,4816,4822,14257917000180,JURANDY SILVA GOMES MEI,0,0
14517,4813,4814,7104,4816,4822,15244933000100,MARIA APARECIDA SOUSA MEI,0,0
14518,4813,4819,7833,4899,4886,08216378000210,MARIA GREGO VERGILIO,0,0
14519,4813,4819,10608,4899,4886,07927881000210,AUREO SEABRA,0,0
14520,4813,4814,5894,4816,4822,15254801000150,GILVAN ANTONIO DOS SANTOS MEI,0,0
14521,4813,4819,10013,4905,4886,07740792000260,ASSEMBLEIA DE DEUS MINISTERIO VALENTES DE CRISTO,0,0
14522,4872,4832,5894,4821,4840,15254661000110,L & A MANDRILHAMENTO LTDA ME,0,2
14523,4813,4814,7876,4816,4822,11229227000120,L GUILHERME DA S CICERO COMERCIANTE DE VIDROS,0,0
14524,4813,4819,7415,14525,4886,33000167004360,PETROLEO BRASILEIRO S A PETROBRAS,0,0
14526,4813,4819,14527,4816,4847,85491256000100,NADIR JOAO ALBACH JUNIOR ME,0,0
14528,4813,4819,6981,4816,4850,06699132000130,ANTONIO CARLOS DE ALMEIDA JUNIOR ME,0,0
14529,4813,4832,14475,4816,4847,03216313000170,CONCEICAO DA SILVA ZEFERINO ME,0,0
14530,4831,4814,8445,4816,4822,12314505000100,AURILEIDE BENTO MACEDO DE OLIVEIRA MEI,0,1
14531,4813,4832,14532,4816,4847,07116875000100,P H N NAIBERT ME,0,0
14533,4813,4832,13437,4816,4850,10463695000100,SUZANA MIRIAM RIBEIRO TRANSPORTES ME,0,0
14534,4813,4814,10203,4816,4822,14271024000190,GILBERTO NADOLNY MEI,0,0
14535,4813,4819,5143,4853,4886,04961123000220,INSTITUTO DE CIENCIA EDUCACAO E TECNOLOGIA DE VOTUPORANGA,0,0
14536,4813,4814,5610,4816,4822,13146702000120,PATRICIA FERREIRA MEI,0,0
14537,4813,4819,6948,4816,4825,08307095000100,MONICA MARIA ALMEIDA FREIRE ME,0,0
14538,4813,4814,9222,4816,4834,13685247000130,SIMONE RODRIGUES NALON DA SILVA MEI,0,0
14539,9898,4819,7011,5174,4840,13133973000140,PROCRED SECURITIZADORA DE CREDITOS SA,0,7
14540,4813,4832,14541,4821,4837,10939939000170,SENA & ARAUJO LTDA ME,0,0
14542,4813,4819,4842,4821,5244,12020920000150,ATELIER ORAL COMERCIO E SERVICOS ODONTOLOGICOS LTDA ME,0,0
14543,5360,4819,14544,4821,4850,02977210000160,CASTELO COMERCIO DE ALIMENTOS EPP LTDA,0,1
14545,14546,4832,10262,4821,4840,08049818000100,CAPIVARI SERVICOS E TRANSPORTES LTDA ME,0,8
14547,4813,4814,5934,4816,4822,15268856000110,LUCIANO PEREIRA DE OLIVEIRA MEI,0,0
14548,4813,4832,14549,4816,4850,04237447000130,JOSE MENDES FILHO MERCADO ME,0,0
14550,4813,4819,10206,5107,4825,16664058000170,ELEICAO 2012 TATIANA DE SOUZA SILVA VEREADOR,0,0
14551,4813,4819,14552,4821,5388,07458772000110,JPLAN ARQUITETURA E ENGENHARIA LTDA,0,0
14553,4813,4819,9457,4816,4850,06029331000130,AIR HELENA PINTO CARDOSO ME,0,0
14554,4813,4819,14555,4853,4840,25208026000150,ASSOCIACAO DESPORTIVA INDEPENDENTE,0,0
14556,4813,4814,6747,4816,4822,12360081000110,CONCEICAO APARECIDA DE BARROS DA SILVA MEI,0,0
14557,4813,4814,11307,4816,4822,12275510000150,MARIANGELA DA SILVA SOUSA CAVALCANTE MEI,0,0
14558,4813,4819,12448,4821,4844,04152770001000,SUPERCRED PRESTADORA DE SERVICOS EPP LTDA,0,0
14559,4813,4819,6227,4821,4840,12427151000100,CLINICA CAPOBIANCO EPP LTDA,1,0
14560,4813,4819,14561,4821,4822,47999263000110,BAR E LANCHONETE FORMIGAO LTDA ME,0,0
14562,4813,4814,5577,4816,4822,14367511000150,LUIS HENRIQUE DE CASTRO MEI,0,0
14563,4813,4819,8094,5012,4822,15776700000140,COMISSAO PROVISORIA DO DEM DEMOCRATAS DE ARAMARI BAHIA,0,0
14564,4813,4832,8345,4821,4822,14608604000120,VIDA NOVA COMERCIAL DE ALIMENTOS LTDA ME,0,0
14565,4813,4819,14566,4821,4837,14025570000140,S&M COMERCIO DE COMBUSTIVEIS EPP LTDA,0,0
14567,4813,4832,5904,4816,4850,07152308000100,DENIVAL BARBOSA DA SILVA ME,0,0
14568,6133,4819,10234,4821,4850,14424955000180,POSTO B D MORAES LTDA ME,0,0
14569,4813,4814,6806,4816,4822,17012547000100,OMAR WILDEMBERG CAJA MEI,0,0
14570,4813,4819,14571,4821,4825,02355689000100,ALIPTICA PHARMACIA DE MANIPULACAO LTDA ME,0,0
14572,4813,4814,6244,4816,4817,12088352000120,ADAUTO CORREA DA SILVA MEI,0,0
14573,4813,4819,14574,4853,4837,00806902000110,CONSELHO ESCOLAR DO COLEGIO ESTADUAL PROFESSOR JOSE PASCHOAL DA SILVA,0,0
14575,4813,4832,13965,4816,5152,02111681000190,RONALDO MATOS DO CARMO ME,0,0
14576,4813,4819,14577,4821,4822,10685871000140,FITOS PHARMA FARMACIA DE MANIPULACAO LTDA ME,0,0
14578,4831,4819,13779,4821,4837,08974411000190,G M TEXTIL LTDA ME,0,1
14579,4813,4832,14580,4816,4847,04494880000150,JOAO ALFREDO DE ARAUJO ME,0,0
14581,4831,4814,8001,4816,4822,13774397000110,INGRID SILVIA CRISTINA FERREIRA MEI,0,1
14582,4813,4819,7860,4899,4822,12916808000100,AGENOR VESINATO DE ARAUJO E OUTRA,0,0
14583,4813,4814,9344,4816,4822,11884408000190,SUELI ALVES DA CRUZ MEI,0,0
14584,4813,4819,5787,4853,4840,11633961000150,NUCLEO ATMOSFERA DE DANCA TEATRO,0,0
14585,4813,4819,7638,5100,4817,10986797000100,BRADESCO CORPORATE EXCLUSIVO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA PGBL VGBL,0,0
14586,4813,4819,5159,5107,4825,15982828000160,ELEICAO 2012 JOAO TEIXEIRA FONSECA VEREADOR,0,0
14587,4831,4819,8514,4821,4837,13347639000190,AMAZONAS COMERCIO DE PRODUTOS ALIMENTICIOS LTDA ME,0,1
14588,4813,4819,5159,5107,4825,15969609000140,ELEICAO 2012 VOLNEI DE BORBA GOMES PREFEITO,0,0
14589,4813,4819,5159,5107,4825,15982519000190,ELEICAO 2012 GILVAN DANTAS DE MENDONCA VEREADOR,0,0
14590,4813,4832,6010,4821,4850,12975183000140,DH COMERCIAL PRESTADORA DE SERVICOS LTDA ME,0,0
14591,4813,4832,14592,4816,4886,07453082000250,JOICE RIBEIRO SIMAO POMBO ME,0,0
14593,4813,4814,7779,4816,4822,12115001000160,CLEIDIANI ALVES GOMES MEI,0,0
14594,4813,4819,5193,4821,4878,07835393000100,EVIDENCIA TECNOLOGIA EM INFORMATICA EPP LTDA,0,0
14595,4813,4832,8620,4816,4850,08699543000150,SIMONE REGINA MENEZES ME,0,0
14596,4831,4819,9141,4899,4822,08501816000100,TAKUSHI ABE E OUTRO,0,1
14597,4813,4819,14598,4899,4822,08527573000180,HORST GUNTHER GRUBER,0,0
14599,4813,4819,7217,4821,4850,11298356000170,Q STUDIO SERVICOS LTDA,0,0
14600,4813,4819,14601,4821,4837,08796725000140,TUNAUTO SERVICOS E PECAS LTDA ME,0,0
14602,4813,4819,6025,5107,4825,15846227000120,ELEICAO 2012 JOAO ROBSON FRANKLIN CAVALCANTE FILHO VEREADOR,0,0
14603,4813,4832,5128,4816,4921,13971568000100,R DA S ARAUJO ME,0,0
14604,4813,4819,6025,5107,4825,15846731000120,ELEICAO 2012 VALDEMIR MASCIA VEREADOR,0,0
14605,4813,4819,14606,4816,4850,06756480000100,F C OLIVEIRA JUNIOR ME,0,0
14607,4813,4819,12474,4821,4822,03909816000120,INFORMATICA E TECNOLOGIA SINAY LTDA ME,0,0
14608,4813,4819,5189,4816,5024,13869556000160,JEFFERSON PINNA DE MATOS MEI,0,0
14609,4813,4814,8759,4816,4822,13964306000100,SAMUEL CORREIA DA SILVA MEI,0,0
14610,4813,4832,14611,4821,4847,02609877000100,ART FIOS DISTRIBUIDORA DE COSMETICOS LTDA ME,0,0
14612,4813,4819,6501,4892,6211,02094085000140,S S EMPREITEIRA LTDA ME SC,0,0
14613,4813,4819,14614,4853,5024,07913563000110,VILA CRIAR,0,0
14615,4813,4814,6452,4816,4822,13905644000170,SAMILA FARIAS DE SOUZA MEI,0,0
14616,4813,4819,14617,7334,4847,14733207000180,FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL DE ITAVERAVA,0,0
14618,4939,4832,14619,4892,4840,62738802000150,ESCRITORIO CONTABIL PRACA LTDA ME,0,3
14620,4831,4819,6054,4892,5333,09168866000180,CC&A CARPES CONTABILIDADE & ASSESSORIA LTDA ME,0,1
14621,4813,4819,5984,5029,4822,14026034000160,CONDOMINIO CHACARA 19B COLONIA AGRICOLA SUCUPIRA,0,0
14622,4813,4819,5559,4816,5244,14397951000150,LUIS ANTONIO BERTOCCO MEI,0,0
14623,4813,4814,8068,4816,4840,14731919000160,FRANCISCO LIOMAR PEREIRA DA SILVA MEI,0,0
14624,4813,4819,8094,5012,4822,15833456000100,PARTIDO POPULAR SOCIALISTA PPS COMISSAO PROVISORIA,0,0
14625,4813,4814,8068,4816,4817,14730232000100,VALDETE DA CONCEICAO SANTURIAO ANDRADE MEI,0,0
14626,4813,4819,10455,4905,4886,27056910111130,IGREJA CRISTA MARANATA,0,0
14627,4813,4819,5159,5107,4825,16072895000100,ELEICAO 2012 JOSE GASPAR FERREIRA DE CASTRO VEREADOR,0,0
14628,4813,4819,9126,4816,4850,14001918000160,J R REIS ME,0,0
14629,4813,4819,9829,4816,4850,14428644000190,SAMUEL EVANGELISTA MACHADO ME,0,0
14630,4813,4819,14631,4905,4864,03502814009250,ASSOCIACAO DA IGREJA METODISTA 1 REGIAO ECLESIASTICA,0,0
14632,4813,4819,13517,4816,5388,02875691000100,E V DA SILVA LANCHONETE ME,0,0
14633,4813,4832,14634,4816,4840,00371235000190,J A DE MELO ME,0,0
14635,4813,4814,7074,4816,4822,13481480000100,CLAUSI REGINA GONCALVES DE SALLES MEI,0,0
14636,4813,4819,7050,4816,4822,08504629000180,JOSE GERALDO XAVIER DA SILVA TRANSPORTES ME,0,0
14637,4813,4832,14638,4821,4837,16863694000120,POLO AR LTDA ME,0,0
14639,4813,4819,9839,4853,4886,28805190003400,MITRA DIOCESANA DE PETROPOLIS,0,0
14640,4813,4819,12821,4821,4886,00882988000240,SECRET S VIDEO LTDA ME,0,0
14641,4813,4819,14642,4816,4847,84102771000180,Z DIAS DOS SANTOS ME,0,0
14643,4813,4832,13031,4821,4850,04570599000150,BERGOSSI & MONTANI LTDA ME,0,0
14644,4813,4819,6166,4821,4850,14854245000190,WATANABE & NOGUEIRA REPRESENTACAO LTDA ME,0,0
14645,4813,4814,5602,4816,4822,13886094000190,MAGNA CLETIA FERREIRA SOARES MEI,0,0
14646,4813,4819,14647,4892,4840,01664443000140,THESIS CONSULTORIA EMPRESARIAL EPP LTDA SC,0,0
14648,4813,4819,5183,4892,4850,16872964000160,KRIOK PRODUCOES LTDA,0,0
14649,4813,4814,5666,4816,4822,15672021000120,WALACE PAULINO DE OLIVEIRA MEI,0,0
14650,4872,4819,8063,4905,4840,12425911000140,PAROQUIA CATEDRAL DE SANTO ANTONIO,0,2
14651,4813,4819,6473,4816,4850,10296330000120,G AZEVEDO COMERCIO ME,0,0
14652,4813,4819,9809,4821,4844,04999790000200,CPA SERVICOS TEMPORARIOS LTDA,0,0
14653,4831,4832,14654,4821,4817,02458135000120,SACARIA SHALOM EPP LTDA,0,1
14655,4813,4819,14656,4821,4837,03414012000150,CB ADMINISTRADORA DE EVENTOS PROMOCIONAIS E SERVICOS LTDA,0,0
14657,4813,4814,14658,4816,4822,11258714000110,ANTONIO BATISTA FONTELES,0,0
13077,4813,4814,6961,4816,5244,12721454000130,MARIA JOSE BARBOSA MEI,0,0
14659,4813,4819,5365,4899,4822,08520764000110,PEDRO MOREIRA DE MEIRELES,0,0
14660,4813,4832,14661,4821,4850,02716923000170,JLA ESQUADRIAS LTDA ME,0,0
14662,4813,4832,14663,4816,4840,91650911000110,SONIA MARIA BACCHI ME,0,0
10825,4813,4819,10313,4853,4837,07472907000100,AMAP ASSOCIACAO DOS MEDICOS AUDITORES DE PERNAMBUCO,0,0
14664,4813,4832,5704,4816,4850,14476540000150,APARECIDO DA COSTA DE OLIVEIRA ME,0,0
14665,4813,4814,10700,4816,4817,14478475000100,GILDETE DOS SANTOS FAGUNDES MEI,0,0
14666,4813,4814,10700,4816,4822,14477322000130,SOLANGE BALBINO DA CRUZ MEI,0,0
14667,4813,4819,6981,4821,4847,06778646000180,TUCUNARE SERVICOS LTDA ME,0,0
14668,4813,4832,5243,4821,4850,16502465000180,MR BADOO COMERCIO DE PRESENTES LTDA ME,0,0
